Time	Global	Diffuse	Temp	V05	V06	V07	V08	V09	V10	V11	V12	V13
27952200	440.01	110.38	11.95	0.00	-12.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27955800	408.84	110.29	11.95	0.00	-12.20	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27959400	324.99	108.22	11.55	0.00	-12.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27963000	199.44	98.11	11.26	0.00	-12.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27966600	61.69	49.88	11.35	0.00	-12.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27970200	0.38	0.38	9.67	0.00	5.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27973800	0.00	0.00	8.87	0.00	4.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27977400	0.00	0.00	7.48	0.00	2.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27981000	0.00	0.00	9.07	0.00	4.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27984600	0.00	0.00	9.27	0.00	4.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27988200	0.00	0.00	8.72	0.00	4.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27991800	0.00	0.00	8.97	0.00	4.44	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27995400	0.00	0.00	9.27	0.00	4.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
27999000	0.00	0.00	9.02	0.00	4.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28002600	0.00	0.00	8.72	0.00	4.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28006200	0.00	0.00	8.92	0.00	4.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28009800	0.00	0.00	9.22	0.00	4.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28013400	0.00	0.00	9.18	0.00	4.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28017000	0.00	0.00	9.24	0.00	4.74	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28020600	1.14	1.14	8.77	0.00	4.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28024200	74.42	53.25	9.17	0.00	-15.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28027800	215.93	90.10	9.47	0.00	-14.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28031400	336.23	100.97	10.16	0.00	-14.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28035000	411.88	107.44	13.14	0.00	-10.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28038600	435.10	110.93	14.93	0.00	-8.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28042200	402.61	112.37	15.03	0.00	-8.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28045800	317.63	111.85	13.74	0.00	-10.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28049400	191.75	101.28	13.74	0.00	-10.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28053000	57.30	48.18	12.84	0.00	-11.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28056600	0.28	0.28	11.35	0.00	7.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28060200	0.00	0.00	10.96	0.00	6.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28063800	0.00	0.00	10.86	0.00	6.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28067400	0.00	0.00	10.86	0.00	6.51	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28071000	0.00	0.00	10.76	0.00	6.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28074600	0.00	0.00	11.06	0.00	6.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28078200	0.00	0.00	11.29	0.00	6.97	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28081800	0.00	0.00	11.31	0.00	7.00	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28085400	0.00	0.00	11.31	0.00	6.99	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28089000	0.00	0.00	11.10	0.00	6.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28092600	0.00	0.00	10.97	0.00	6.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28096200	0.00	0.00	10.78	0.00	6.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28099800	0.00	0.00	10.51	0.00	6.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28103400	0.00	0.00	10.21	0.00	5.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28107000	0.87	0.87	9.87	0.00	5.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28110600	68.98	51.94	10.16	0.00	-14.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28114200	206.47	94.37	11.26	0.00	-12.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28117800	326.12	106.33	12.64	0.00	-11.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28121400	402.98	111.51	12.55	0.00	-11.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28125000	427.70	113.78	14.03	0.00	-9.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28128600	396.34	114.64	15.42	0.00	-8.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28132200	312.15	113.79	13.93	0.00	-10.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28135800	187.82	101.60	12.84	0.00	-11.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28139400	55.26	46.91	12.84	0.00	-11.23	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28143000	0.21	0.21	12.35	0.00	8.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28146600	0.00	0.00	12.15	0.00	7.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28150200	0.00	0.00	12.45	0.00	8.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28153800	0.00	0.00	12.45	0.00	8.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28157400	0.00	0.00	12.74	0.00	8.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28161000	0.00	0.00	14.73	0.00	10.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28164600	0.00	0.00	15.10	0.00	11.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28168200	0.00	0.00	15.34	0.00	11.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28171800	0.00	0.00	15.44	0.00	11.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28175400	0.00	0.00	15.46	0.00	11.52	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28179000	0.00	0.00	15.42	0.00	11.47	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28182600	0.00	0.00	15.28	0.00	11.32	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28186200	0.00	0.00	15.00	0.00	11.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28189800	0.00	0.00	14.87	0.00	10.87	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28193400	0.62	0.62	14.43	0.00	10.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28197000	64.08	50.26	14.23	0.00	-9.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28200600	203.82	92.68	14.93	0.00	-8.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28204200	326.70	101.60	15.03	0.00	-8.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28207800	404.72	106.11	15.03	0.00	-8.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28211400	431.52	106.95	16.61	0.00	-7.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28215000	402.03	106.09	18.00	0.00	-5.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28218600	318.94	104.09	18.00	0.00	-5.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28222200	193.95	94.55	15.72	0.00	-8.09	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28225800	56.83	46.51	15.22	0.00	-8.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28229400	0.16	0.16	14.03	0.00	9.97	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28233000	0.00	0.00	13.14	0.00	8.99	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28236600	0.00	0.00	13.24	0.00	9.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28240200	0.00	0.00	13.24	0.00	9.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28243800	0.00	0.00	12.94	0.00	8.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28247400	0.00	0.00	12.36	0.00	8.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28251000	0.00	0.00	12.13	0.00	7.89	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28254600	0.00	0.00	12.11	0.00	7.87	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28258200	0.00	0.00	11.93	0.00	7.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28261800	0.00	0.00	11.84	0.00	7.57	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28265400	0.00	0.00	11.65	0.00	7.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28269000	0.00	0.00	11.77	0.00	7.50	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28272600	0.00	0.00	11.84	0.00	7.57	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28276200	0.00	0.00	11.86	0.00	7.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28279800	0.49	0.49	11.16	0.00	6.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28283400	67.95	47.94	11.16	0.00	-13.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28287000	206.59	86.24	10.96	0.00	-13.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28290600	325.56	98.60	10.96	0.00	-13.29	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28294200	402.32	104.52	11.55	0.00	-12.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28297800	427.55	106.94	12.64	0.00	-11.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28301400	399.30	105.30	13.84	0.00	-10.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28305000	320.44	99.58	14.03	0.00	-9.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28308600	199.68	87.17	14.03	0.00	-9.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28312200	60.64	45.76	13.93	0.00	-10.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28315800	0.13	0.13	13.24	0.00	9.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28319400	0.00	0.00	12.35	0.00	8.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28323000	0.00	0.00	11.45	0.00	7.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28326600	0.00	0.00	10.36	0.00	5.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28330200	0.00	0.00	8.87	0.00	4.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28333800	0.00	0.00	10.05	0.00	5.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28337400	0.00	0.00	9.85	0.00	5.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28341000	0.00	0.00	9.73	0.00	5.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28344600	0.00	0.00	9.50	0.00	5.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28348200	0.00	0.00	9.22	0.00	4.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28351800	0.00	0.00	8.92	0.00	4.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28355400	0.00	0.00	8.76	0.00	4.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28359000	0.00	0.00	8.47	0.00	3.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28362600	0.00	0.00	8.07	0.00	3.47	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28366200	0.36	0.36	7.78	0.00	3.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28369800	67.48	45.74	7.19	0.00	-17.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28373400	209.25	79.73	9.37	0.00	-15.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28377000	330.50	90.11	12.05	0.00	-12.10	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28380600	408.01	96.25	13.34	0.00	-10.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28384200	433.23	99.14	14.63	0.00	-9.28	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28387800	403.82	98.37	16.42	0.00	-7.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28391400	322.81	94.42	16.91	0.00	-6.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28395000	199.73	84.62	17.41	0.00	-6.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28398600	59.80	44.80	17.21	0.00	-6.47	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28402200	0.09	0.09	14.13	0.00	10.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28405800	0.00	0.00	11.06	0.00	6.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28409400	0.00	0.00	9.87	0.00	5.42	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28413000	0.00	0.00	9.77	0.00	5.32	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28416600	0.00	0.00	9.27	0.00	4.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28420200	0.00	0.00	10.21	0.00	5.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28423800	0.00	0.00	9.82	0.00	5.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28427400	0.00	0.00	9.63	0.00	5.17	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28431000	0.00	0.00	9.07	0.00	4.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28434600	0.00	0.00	8.61	0.00	4.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28438200	0.00	0.00	8.41	0.00	3.84	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28441800	0.00	0.00	8.42	0.00	3.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28445400	0.00	0.00	8.40	0.00	3.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28449000	0.00	0.00	8.26	0.00	3.67	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28452600	0.24	0.24	6.00	0.00	1.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28456200	63.40	44.61	6.49	0.00	-18.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28459800	202.42	82.12	6.39	0.00	-18.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28463400	323.19	92.98	7.78	0.00	-16.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28467000	401.45	98.29	9.07	0.00	-15.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28470600	427.66	100.52	10.56	0.00	-13.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28474200	399.34	99.25	14.93	0.00	-8.96	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28477800	319.37	94.84	16.22	0.00	-7.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28481400	197.16	84.53	15.92	0.00	-7.88	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28485000	57.85	43.97	14.23	0.00	-9.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28488600	0.06	0.06	12.15	0.00	7.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28492200	0.00	0.00	10.76	0.00	6.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28495800	0.00	0.00	10.16	0.00	5.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28499400	0.00	0.00	9.97	0.00	5.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28503000	0.00	0.00	11.85	0.00	7.59	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28506600	0.00	0.00	11.75	0.00	7.47	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28510200	0.00	0.00	12.68	0.00	8.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28513800	0.00	0.00	13.63	0.00	9.52	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28517400	0.00	0.00	14.57	0.00	10.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28521000	0.00	0.00	15.03	0.00	11.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28524600	0.00	0.00	15.05	0.00	11.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28528200	0.00	0.00	15.10	0.00	11.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28531800	0.00	0.00	15.10	0.00	11.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28535400	0.00	0.00	14.82	0.00	10.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28539000	0.13	0.13	13.93	0.00	9.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28542600	59.19	43.38	12.64	0.00	-11.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28546200	199.85	80.62	13.04	0.00	-11.01	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28549800	322.83	89.57	15.13	0.00	-8.74	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28553400	401.41	95.07	16.91	0.00	-6.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28557000	428.14	97.23	17.90	0.00	-5.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28560600	400.33	95.67	18.20	0.00	-5.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28564200	320.58	91.04	18.20	0.00	-5.39	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28567800	197.99	81.50	17.71	0.00	-5.93	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28571400	57.61	43.07	16.12	0.00	-7.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28575000	0.04	0.04	15.03	0.00	11.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28578600	0.00	0.00	13.74	0.00	9.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28582200	0.00	0.00	14.23	0.00	10.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28585800	0.00	0.00	13.64	0.00	9.53	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28589400	0.00	0.00	12.74	0.00	8.56	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28593000	0.00	0.00	13.28	0.00	9.14	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28596600	0.00	0.00	12.97	0.00	8.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28600200	0.00	0.00	12.66	0.00	8.47	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28603800	0.00	0.00	12.51	0.00	8.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28607400	0.00	0.00	12.43	0.00	8.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28611000	0.00	0.00	12.48	0.00	8.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28614600	0.00	0.00	12.34	0.00	8.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28618200	0.00	0.00	12.28	0.00	8.05	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28621800	0.00	0.00	12.09	0.00	7.85	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28625400	0.07	0.07	11.16	0.00	6.83	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28629000	60.05	41.10	11.16	0.00	-13.07	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28632600	199.58	77.04	11.45	0.00	-12.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28636200	321.10	87.52	13.34	0.00	-10.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28639800	400.61	92.62	15.22	0.00	-8.64	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28643400	428.37	94.34	15.52	0.00	-8.31	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28647000	400.41	93.02	16.02	0.00	-7.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28650600	319.54	89.47	16.71	0.00	-7.01	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28654200	196.56	80.62	17.11	0.00	-6.58	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28657800	56.80	42.27	15.92	0.00	-7.88	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28661400	0.02	0.02	14.23	0.00	10.18	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28665000	0.00	0.00	12.45	0.00	8.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28668600	0.00	0.00	11.45	0.00	7.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28672200	0.00	0.00	10.96	0.00	6.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28675800	0.00	0.00	10.96	0.00	6.61	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28679400	0.00	0.00	12.43	0.00	8.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28683000	0.00	0.00	12.51	0.00	8.30	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28686600	0.00	0.00	12.83	0.00	8.65	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28690200	0.00	0.00	12.54	0.00	8.34	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28693800	0.00	0.00	12.25	0.00	8.02	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28697400	0.00	0.00	12.07	0.00	7.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28701000	0.00	0.00	12.02	0.00	7.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28704600	0.00	0.00	11.49	0.00	7.19	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28708200	0.00	0.00	10.60	0.00	6.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28711800	0.02	0.02	7.09	0.00	2.40	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28715400	58.85	39.21	7.68	0.00	-16.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28719000	200.53	72.34	10.16	0.00	-14.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28722600	323.06	82.31	13.14	0.00	-10.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28726200	401.54	89.00	16.02	0.00	-7.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28729800	427.89	92.13	16.32	0.00	-7.45	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28733400	400.28	90.71	17.61	0.00	-6.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28737000	321.40	85.42	16.91	0.00	-6.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28740600	199.58	75.72	17.31	0.00	-6.36	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28744200	58.37	41.10	16.91	0.00	-6.80	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28747800	0.01	0.01	13.93	0.00	9.86	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28751400	0.00	0.00	12.94	0.00	8.78	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28755000	0.00	0.00	13.34	0.00	9.21	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28758600	0.00	0.00	12.45	0.00	8.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28762200	0.00	0.00	11.95	0.00	7.70	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28765800	0.00	0.00	11.15	0.00	6.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28769400	0.00	0.00	10.28	0.00	5.87	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28773000	0.00	0.00	9.68	0.00	5.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28776600	0.00	0.00	9.31	0.00	4.82	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28780200	0.00	0.00	9.01	0.00	4.49	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28783800	0.00	0.00	8.76	0.00	4.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28787400	0.00	0.00	8.52	0.00	3.95	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28791000	0.00	0.00	8.21	0.00	3.62	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28794600	0.00	0.00	7.75	0.00	3.12	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28798200	0.00	0.00	4.21	0.00	-0.74	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28801800	55.28	38.14	5.60	0.00	-19.13	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28805400	196.01	72.92	7.78	0.00	-16.75	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28809000	319.85	81.78	10.16	0.00	-14.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28812600	399.78	87.56	13.34	0.00	-10.69	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28816200	427.04	90.33	13.64	0.00	-10.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28819800	396.08	91.65	13.93	0.00	-10.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28823400	310.35	93.28	13.93	0.00	-10.04	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28827000	183.93	87.79	13.14	0.00	-10.91	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28830600	49.22	40.63	12.45	0.00	-11.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28834200	0.00	0.00	11.55	0.00	7.26	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28837800	0.00	0.00	11.06	0.00	6.72	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28841400	0.00	0.00	11.26	0.00	6.94	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28845000	0.00	0.00	11.65	0.00	7.37	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28848600	0.00	0.00	11.45	0.00	7.15	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28852200	0.00	0.00	12.02	0.00	7.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28855800	0.00	0.00	12.02	0.00	7.77	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28859400	0.00	0.00	12.45	0.00	8.24	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28863000	0.00	0.00	13.05	0.00	8.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28866600	0.00	0.00	13.39	0.00	9.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28870200	0.00	0.00	13.69	0.00	9.60	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28873800	0.00	0.00	13.65	0.00	9.55	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28877400	0.00	0.00	13.39	0.00	9.27	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28881000	0.00	0.00	12.84	0.00	8.66	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28884600	0.00	0.00	10.32	0.00	5.92	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28888200	44.93	37.05	10.42	0.00	-13.87	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28891800	173.12	89.37	10.42	0.00	-13.87	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28895400	292.49	103.87	10.52	0.00	-13.76	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28899000	371.51	108.59	11.02	0.00	-13.22	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28902600	400.17	109.51	11.31	0.00	-12.90	0.00	0.00	1.00	0.00	43.735	4.567	0.00
28906200	371.47	110.79	11.61	0.00	-12.57	0.00	0.00	1.00	0.00	43.735	4.567	0.00
